"","Source_ID","SS","Order","Taxon_name_entered","PrecisionScore"
"301","VB1_2012a_Carpenter","VB1_2012a_Carpenter 1","Coleoptera","Nalassus sp.larvae",4
"302","VB1_2012a_Carpenter","VB1_2012a_Carpenter 1","Diptera","Diptera (non Tipulidae)",2
"303","VB1_2012a_Carpenter","VB1_2012a_Carpenter 1","Hemiptera","Hemiptera",1
"304","VB1_2012a_Carpenter","VB1_2012a_Carpenter 1","Hymenoptera","Formicidae",2
"305","VB1_2012a_Carpenter","VB1_2012a_Carpenter 1","Lepidoptera","Lepidoptera",1
"306","VB1_2012__Carpenter","VB1_2012__Carpenter 1","Coleoptera","Coleoptera Adult",1
"307","VB1_2012__Carpenter","VB1_2012__Carpenter 1","Diptera","Diptera",1
"308","VB1_2012__Carpenter","VB1_2012__Carpenter 1","Hemiptera","Hemiptera",1
"309","VB1_2012__Carpenter","VB1_2012__Carpenter 1","Hymenoptera","Hymenoptera",1
"310","VB1_2012__Carpenter","VB1_2012__Carpenter 1","Lepidoptera","Lepidoptera",1
"311","VB1_2012__Carpenter","VB1_2012__Carpenter 2","Coleoptera","Coleoptera Adult",1
"312","VB1_2012__Carpenter","VB1_2012__Carpenter 2","Diptera","Diptera",1
"313","VB1_2012__Carpenter","VB1_2012__Carpenter 2","Hemiptera","Hemiptera",1
"314","VB1_2012__Carpenter","VB1_2012__Carpenter 2","Hymenoptera","Hymenoptera",1
"315","VB1_2012__Carpenter","VB1_2012__Carpenter 2","Lepidoptera","Lepidoptera",1
"316","VB1_2012__Carpenter","VB1_2012__Carpenter 4","Coleoptera","Coleoptera Adult",1
"317","VB1_2012__Carpenter","VB1_2012__Carpenter 4","Diptera","Diptera",1
"318","VB1_2012__Carpenter","VB1_2012__Carpenter 4","Hemiptera","Hemiptera",1
"319","VB1_2012__Carpenter","VB1_2012__Carpenter 4","Hymenoptera","Hymenoptera",1
"320","VB1_2012__Carpenter","VB1_2012__Carpenter 4","Lepidoptera","Lepidoptera",1
"321","VB1_2012__Carpenter","VB1_2012__Carpenter 6","Coleoptera","Coleoptera Adult",1
"322","VB1_2012__Carpenter","VB1_2012__Carpenter 6","Diptera","Diptera",1
"323","VB1_2012__Carpenter","VB1_2012__Carpenter 6","Hemiptera","Hemiptera",1
"324","VB1_2012__Carpenter","VB1_2012__Carpenter 6","Hymenoptera","Hymenoptera",1
"325","VB1_2012__Carpenter","VB1_2012__Carpenter 6","Lepidoptera","Lepidoptera",1
"326","VB1_2012__LeightonGoodall","VB1_2012__LeightonGoodall 1","Coleoptera","Sphaerosoma pilosum",4
"327","VB1_2012__LeightonGoodall","VB1_2012__LeightonGoodall 1","Hymenoptera","Lasius brunneus",4
"328","VB1_2013__Burton","VB1_2013__Burton 2","Coleoptera","Quedius curtipennis",4
"329","VB1_2013__Burton","VB1_2013__Burton 2","Hymenoptera","Myrmica ruginodis",4
"330","VB1_2013__Burton","VB1_2013__Burton 2","Diptera","Diptera",1
"331","VB1_2013__Burton","VB1_2013__Burton 2","Hemiptera","Hemiptera",1
"332","VB1_2013__Burton","VB1_2013__Burton 2","Lepidoptera","Lepidoptera",1
"333","VB1_2015__Burton","VB1_2015__Burton 1","Coleoptera","Coleoptera larvae",1
"334","VB1_2015__Burton","VB1_2015__Burton 1","Diptera","Diptera larvae",1
"335","VB1_2015__Mumme","VB1_2015__Mumme 1","Coleoptera","CtaAno01",4
"336","VB1_2015__Mumme","VB1_2015__Mumme 1","Diptera","DptAgr01",4
"337","VB1_2015__Mumme","VB1_2015__Mumme 1","Hemiptera","HemAcn01",4
"338","VB1_2015__Mumme","VB1_2015__Mumme 1","Hymenoptera","HymBet01",4
"339","VB1_2015__Mumme","VB1_2015__Mumme 1","Lepidoptera","LepAlu01",4
